,artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
20032,Pierre Puvis de Chavannes,1882,pastorale,1611.0,849.0,199386.0,wikiart,Symbolism,The Happy Land,train_only,True,58784.jpg
20039,Rene Magritte,1926,symbolic painting,1084.0,1261.0,203440.0,wikiart,Surrealism,The face of genius,train_and_test,True,97799.jpg
20073,Amedeo Modigliani,1918,portrait,932.0,1463.0,205971.0,wikiart,Expressionism,Boy in Shorts,train_and_test,True,79860.jpg
20102,Karl Knaths,1959.0,genre painting,1400.0,971.0,210511.0,wikiart,Cubism,Clam Diggers,train_and_test,False,23993.jpg
20253,Piero della Francesca,,religious painting,1024.0,1312.0,2030726.0,wikiart,Early Renaissance,Battle between Heraclius and Chosroes (detail),train_and_test,False,14148.jpg
20269,Paul Cezanne,1869,genre painting,1476.0,909.0,387334.0,wikiart,Romanticism,Girl at the Piano (Overture to Tannhauser) ,train_and_test,True,45774.jpg
20273,Vasily Surikov,1886,sketch and study,1032.0,1300.0,366483.0,wikiart,Realism,Head of Boyarynya Morozova (study),train_and_test,True,72901.jpg
20289,Erte,,design,1000.0,1340.0,395367.0,wikiart,Art Deco,Broadway's in Fashion,train_and_test,True,20625.jpg
20305, Wassily Kandinsky,1909,landscape,1063.0,1259.0,519181.0,wikiart,Expressionism,Picture with archer,train_and_test,True,63158.jpg
20321,Rembrandt,1646,genre painting,1044.0,1280.0,1072129.0,wikiart,Baroque,Beggar woman leaning on a stick,train_and_test,True,4588.jpg
20361,Henri Martin,,cityscape,1501.0,888.0,620288.0,wikiart,Post-Impressionism,Sunny Doorway,train_and_test,True,100464.jpg
20396,Edouard Manet,c.1867,genre painting,1291.0,1030.0,292988.0,wikiart,Realism,The burial,train_and_test,True,75412.jpg
20430,Samuel Peploe,1930.0,flower painting,1079.0,1230.0,435085.0,wikiart,Post-Impressionism,Martagon Lilies ,train_and_test,True,4189.jpg
20449,Rene Magritte,1945,symbolic painting,1019.0,1301.0,268796.0,wikiart,Surrealism,Natural encounters,train_and_test,True,33735.jpg
20481,Vladimir Makovsky,1893,self-portrait,1020.0,1297.0,989185.0,wikipedia,Realism,Self portrait,train_and_test,True,24337.jpg
20502,Ernst Ludwig Kirchner,,landscape,1232.0,1072.0,120454.0,wikiart,Expressionism,Mountain Top,train_and_test,True,88551.jpg
20524,Boris Kustodiev,1920.0,allegorical painting,1341.0,983.0,374560.0,wikiart,Art Nouveau (Modern),The Bolshevik ,train_and_test,False,41652.jpg
20532,Giorgio Cavallon,1938,figurative,1400.0,941.0,252092.0,wikiart,Abstract Expressionism,Country Scene,train_only,True,1970.jpg
20602,Marc Chagall,1958,sketch and study,1280.0,1024.0,301967.0,wikiart,Surrealism,"Study to ""Song of Songs IV""",train_and_test,True,58280.jpg
20656,Georg Pauli,1881.0,genre painting,1600.0,818.0,724435.0,wikiart,Symbolism,"Roman Bath, Odalisque",train_and_test,True,39402.jpg
20730,Louis Valtat,,genre painting,1280.0,1021.0,868442.0,wikiart,Fauvism,Woman at the Seaside,train_and_test,False,63182.jpg
20748,Sonia Delaunay,1913,illustration,482.0,2710.0,1945554.0,wikiart,Orphism,Prose of the Trans-Siberian and of Little Jehanne of France,train_and_test,True,66660.jpg
20761,Paul Cezanne,1880,landscape,1280.0,1020.0,260339.0,wikiart,Impressionism,Poplars,train_and_test,True,26675.jpg
20788,Pierre-Auguste Renoir,1898,landscape,1274.0,1024.0,261140.0,wikiart,Impressionism,Mother Goose,train_and_test,True,23431.jpg
20794,Georges Valmier,1922.0,landscape,1280.0,1019.0,291470.0,wikiart,Cubism,"Landscape, La Ciotat",train_and_test,True,38168.jpg
20820,Willard Metcalf,1910,landscape,1196.0,1090.0,259179.0,wikiart,Impressionism,Flying Shadows,train_and_test,False,71691.jpg
20850,Maria Primachenko,1968,flower painting,955.0,1364.0,496328.0,wikiart,Naïve Art (Primitivism),October Flowers,train_and_test,False,42320.jpg
20855,Camille Pissarro,1897,cityscape,1272.0,1024.0,413709.0,wikipedia,Impressionism,Boulevard Montmartre Winter Morning,train_and_test,False,11530.jpg
20927,Camille Pissarro,1897,cityscape,1280.0,1016.0,429644.0,wikiart,Impressionism,Boulevard des Italiens Afternoon,train_and_test,True,53284.jpg
20940,Vasily Tropinin,,portrait,1000.0,1300.0,194065.0,wikiart,Romanticism,Spinner,train_and_test,False,73098.jpg
20946,Robert Henri,1917.0,portrait,1024.0,1269.0,832791.0,wikiart,American Realism,Maria and Baby ,train_and_test,True,15453.jpg
20976,Paul Cezanne,1870,landscape,1280.0,1015.0,301495.0,wikiart,Romanticism,The Manor House at Jas de Bouffan,train_and_test,True,47591.jpg
20991,William Merritt Chase,1908,still life,1268.0,1024.0,215165.0,wikiart,Realism,Still Life with Fish,train_and_test,True,14343.jpg
21037,Camille Pissarro,1899,cityscape,1267.0,1024.0,273173.0,wikiart,Impressionism,"The Carrousel, Autumn, Morning",train_and_test,True,51014.jpg
21133,Peter Paul Rubens,1640,mythological painting,1257.0,1030.0,178663.0,wikiart,Baroque,Nymphs and Satyrs,train_and_test,False,33841.jpg
21134,Martin Johnson Heade,1869.0,marina,1600.0,809.0,176943.0,wikipedia,Luminism,Sailing off the Coast,train_and_test,False,26872.jpg
21144,Louis Valtat,1905,landscape,1264.0,1024.0,2157893.0,wikiart,Fauvism,Barges on the Seine,train_and_test,False,6114.jpg
21150,Camille Pissarro,1902,landscape,1284.0,1008.0,328857.0,wikiart,Impressionism,Forest in Evening,train_and_test,True,102535.jpg
21173,Camille Pissarro,1891,genre painting,1263.0,1024.0,298290.0,wikiart,Pointillism,Haymakers Resting,train_and_test,False,39727.jpg
21178,"Lake George, N.Y.",1924.0,still life,1010.0,1280.0,225299.0,wikiart,Precisionism,Autumn Leaves,train_and_test,False,22320.jpg
21222,Gustave Loiseau,1906,landscape,1276.0,1012.0,481378.0,wikiart,Post-Impressionism,By the Eure River   Fog Effect,train_and_test,True,5592.jpg
21261,Odilon Redon,,mythological painting,1260.0,1024.0,264493.0,wikiart,Symbolism,The Black Pegasus ,train_and_test,True,91691.jpg
21301,Camille Pissarro,1900,cityscape,1280.0,1007.0,293988.0,wikiart,Impressionism,"The Louvre, Winter Sunshine, Morning",train_and_test,True,95355.jpg
21309,Francois Boucher,1743,portrait,1256.0,1026.0,119315.0,wikiart,Rococo,Portrait of the artist`s wife,train_only,True,102944.jpg
21340,William Merritt Chase,1905,portrait,1006.0,1280.0,46736.0,wikiart,Impressionism,A Gypsy Swell (aka A Spanish Gypsy),train_and_test,True,14029.jpg
21346,Camille Pissarro,1899,cityscape,1280.0,1006.0,285929.0,wikiart,Impressionism,"Garden of the Louvre Morning, Grey Weather",train_and_test,False,97623.jpg
21427,Camille Pissarro,1871,cityscape,1256.0,1024.0,327368.0,wikiart,Impressionism,"Near Sydenham Hill, Looking towards Lower Norwood",train_and_test,True,51224.jpg
21440,Henri Fantin-Latour,,nude painting (nu),892.0,1441.0,206519.0,wikiart,Symbolism,Source,train_and_test,False,80708.jpg
21464,Camille Pissarro,1873,self-portrait,1004.0,1280.0,253003.0,wikiart,Impressionism,Self Portrait,train_and_test,True,80758.jpg
21476,John Henry Twachtman,1893,landscape,1254.0,1024.0,508312.0,wikiart,Impressionism,Last Touch of Sun,train_and_test,False,90320.jpg
21518,Camille Pissarro,1874,landscape,1253.0,1024.0,459141.0,wikiart,Impressionism,Bridge at Montfoucault,train_and_test,True,6792.jpg
21535,Camille Pissarro,1898,cityscape,1280.0,1002.0,378008.0,wikiart,Impressionism,Place du Theatre Francais,train_and_test,False,54170.jpg
21539,Paul Cezanne,1905,landscape,1280.0,1002.0,217701.0,wikiart,Cubism,Riverbanks,train_and_test,True,58067.jpg
21540,John Henry Twachtman,,landscape,1141.0,1124.0,541643.0,wikiart,Impressionism,The Waterfall ,train_and_test,True,94261.jpg
21551,Gerard Schneider,1974.0,abstract,1252.0,1024.0,160903.0,wikiart,Tachisme,Abstract Composition,train_and_test,True,2826.jpg
21567,Charles M. Russell,1905.0,genre painting,1280.0,1001.0,512700.0,wikiart,Romanticism,Lewis and Clark on the Lower Columbia ,train_and_test,False,29374.jpg
21577,Robert Henri,1913.0,portrait,1024.0,1251.0,510373.0,wikiart,American Realism,Pat,train_and_test,True,39593.jpg
21578,Karoly Ferenczy,1902,genre painting,1251.0,1024.0,336727.0,wikipedia,Impressionism,Evening in March,train_and_test,False,57559.jpg
21589,Moise Kisling,,nude painting (nu),1295.0,989.0,65010.0,wikiart,Post-Impressionism,not identified,train_and_test,True,100373.jpg
21621,Camille Pissarro,1895,landscape,1250.0,1024.0,501300.0,wikiart,Impressionism,The Church and Farm of Eragny,train_and_test,True,54651.jpg
21712,John Singer Sargent,c.1909,landscape,1285.0,994.0,383379.0,wikiart,Realism,Glacier Streams,train_and_test,True,20397.jpg
21753,Camille Pissarro,1894,landscape,1246.0,1024.0,455157.0,wikiart,Impressionism,"The Garden in Spring, Eragny",train_and_test,True,69498.jpg
21832,Theo van Rysselberghe,1892,marina,1280.0,995.0,519436.0,wikiart,Pointillism,The Regata,train_and_test,False,12381.jpg
21841,Henry Raeburn,,portrait,1027.0,1240.0,128418.0,wikiart,Romanticism,Portrait of Mrs. E. Bethune,train_and_test,True,85939.jpg
21863,Francois Boucher,c.1749,nude painting (nu),1256.0,1013.0,683062.0,wikiart,Rococo,Odalisque,train_only,True,99640.jpg
21917,T. C. Steele,,flower painting,1280.0,993.0,366584.0,wikiart,Impressionism,Peonies and Irises,train_and_test,True,72917.jpg
21985,Max Ernst,1934,illustration,971.0,1307.0,368070.0,wikiart,Surrealism,"Illustration to ""A Week of Kindness""",train_and_test,False,611.jpg
22016,Charles M. Russell,1899.0,,1280.0,991.0,553495.0,wikiart,Romanticism,The Bath ,train_and_test,True,65264.jpg
22052,Camille Pissarro,1876,landscape,1237.0,1024.0,402973.0,wikiart,Impressionism,"Crossroads at l'Hermitage, Pontoise",train_and_test,True,51466.jpg
22088,Tom Roberts,1920.0,landscape,989.0,1280.0,644163.0,wikiart,Impressionism,"Winter, England ",test_only,False,57425.jpg
22124,Rembrandt,1650,landscape,1280.0,988.0,939658.0,wikiart,Baroque,Landscape with Three Huts,train_and_test,True,74965.jpg
22130,Pierre-Auguste Renoir,1890,nude painting (nu),1280.0,988.0,228017.0,wikiart,Impressionism,Nude Reclining on the Grass,train_and_test,True,78514.jpg
22132,Robert Henri,1910.0,portrait,1024.0,1235.0,357892.0,wikiart,American Realism,Dutch Match Woman ,train_and_test,True,87936.jpg
22146,Erte,,portrait,996.0,1269.0,480065.0,wikiart,Art Deco,Tennis,train_and_test,False,93247.jpg
22148,Henri Martin,,sketch and study,1234.0,1024.0,644208.0,wikiart,Symbolism,Study for the Champs Elysees,train_and_test,True,54388.jpg
22218,Georges Valmier,1929.0,,1232.0,1024.0,344881.0,wikiart,Cubism,Still Life with Fruit,train_and_test,True,74717.jpg
22220,Pierre-Auguste Renoir,,portrait,1024.0,1232.0,343023.0,wikiart,Impressionism,Blond in a Straw Hat(Seated Girl),train_and_test,False,84275.jpg
22275,Charles Willson Peale,1787.0,portrait,984.0,1280.0,549034.0,wikiart,Rococo,Mrs. John O'Donnell (Sarah Chew Elliott) ,train_and_test,True,100692.jpg
22334,Blue Larkspur,1930.0,flower painting,1229.0,1024.0,404946.0,wikiart,Precisionism,Black Hollyhock,train_and_test,True,53057.jpg
22335,Pierre-Auguste Renoir,c.1875,landscape,1229.0,1024.0,444434.0,wikipedia,Impressionism,The Garden,train_and_test,True,94066.jpg
22345,Camille Pissarro,c.1875,landscape,1280.0,983.0,340273.0,wikiart,Impressionism,"The Banks of the Seine in Paris, Pont Marie, Quai d'Anjou",train_and_test,True,11424.jpg
22379,Camille Pissarro,1871,landscape,1228.0,1024.0,301259.0,wikiart,Impressionism,The Road to Louveciennes at the Outskirts of the Forest,train_and_test,False,70632.jpg
22410,Childe Hassam,1890,landscape,1227.0,1024.0,2237611.0,wikiart,Impressionism,Poppies on the Isles of Shoals,train_and_test,True,80180.jpg
22424,Alphonse Mucha,1912,poster,882.0,1424.0,210106.0,wikiart,Art Nouveau (Modern),Regional Exhibition in Ivancice,train_and_test,True,35156.jpg
22433,Giovanni Boldini,,cityscape,1280.0,981.0,664615.0,wikiart,Realism,Outskirts of Paris,train_and_test,True,38265.jpg
22467,Samuel Peploe,1933.0,landscape,1225.0,1024.0,485365.0,wikiart,Post-Impressionism,Iona ,train_and_test,False,5952.jpg
22494,George Washington Lambert,,landscape,1400.0,896.0,253861.0,wikiart,Symbolism,Anzac from Gaba Tepe,train_and_test,True,83176.jpg
22502,Edward Burne-Jones,1890,literary painting,1550.0,809.0,1240441.0,wikiart,Romanticism,The Sleaping Beauty,train_and_test,False,31632.jpg
22523,Robert Julian Onderdonk,,landscape,1280.0,979.0,1842784.0,wikiart,Impressionism,Field of Bluebonnets under Cloudy Sky,train_and_test,True,71198.jpg
22560,Thomas Downing,1971.0,abstract,1280.0,978.0,423183.0,wikiart,Op Art,Horseshow Two,train_only,True,73681.jpg
22568,Childe Hassam,1887,genre painting,1222.0,1024.0,2061873.0,wikiart,Impressionism,In Brittany Bay,train_and_test,True,48762.jpg
22576,Luca Signorelli,1482,religious painting,1007.0,1242.0,168984.0,wikiart,Early Renaissance,Pair of Apostles in Dispute,train_and_test,True,59301.jpg
22589,Ferdinand Georg Waldmüller,1859,genre painting,1280.0,977.0,292846.0,wikipedia,Biedermeier,The bailout ,train_and_test,True,57734.jpg
22676,Camille Pissarro,1870,landscape,1280.0,975.0,424197.0,wikiart,Impressionism,Landscape near Louveciennes 2,train_and_test,True,53645.jpg
22719,Henri-Edmond Cross,,landscape,1217.0,1024.0,456405.0,wikiart,Pointillism,Woded Landscape,train_and_test,True,37863.jpg
22745,Francis Picabia,1909,landscape,1280.0,973.0,841286.0,wikiart,Divisionism,"The Moret Canal, Autumn Effect",train_and_test,True,40411.jpg
22767,Edward Mitchell Bannister,1868,landscape,1400.0,889.0,112485.0,wikiart,Tonalism,Untitled (Moon Over a Harbor),train_and_test,True,60152.jpg
22772,Georges Valmier,1925.0,,1280.0,972.0,346308.0,wikiart,Cubism,The Village Fun Fair,train_and_test,False,7185.jpg
22792,Edouard Manet,1862,portrait,1119.0,1111.0,191258.0,wikiart,Realism,Victorine Meurent,train_and_test,True,47161.jpg
22877,Odilon Redon,,mythological painting,1211.0,1024.0,303380.0,wikiart,Symbolism,Apollo's Chariot,train_and_test,True,1461.jpg
22972,William H. Johnson,1941,genre painting,883.0,1400.0,129607.0,wikiart,Naïve Art (Primitivism),Jitterbugs (II),train_and_test,True,100728.jpg
22986,Pierre-Auguste Renoir,1910,landscape,1280.0,965.0,324372.0,wikipedia,Impressionism,Landscape,train_and_test,False,101238.jpg
22987,Anton Azbe,1905,sketch and study,1280.0,965.0,340413.0,wikiart,Realism,In a Studio,train_and_test,True,82183.jpg
22995,Childe Hassam,1908,landscape,1280.0,965.0,1666610.0,wikiart,Impressionism,Golden Afternoon,train_and_test,False,10047.jpg
23013,Georges Seurat,1881,landscape,1256.0,983.0,186300.0,wikiart,Post-Impressionism,Grassy Riverbank,train_and_test,True,56930.jpg
23062,Childe Hassam,1918,cityscape,1024.0,1204.0,1876699.0,wikiart,Impressionism,The Church at Gloucester,train_and_test,True,10240.jpg
23064,Robert Julian Onderdonk,,landscape,1204.0,1024.0,1658736.0,wikiart,Impressionism,In the Hills of the Spanish Oaks,train_and_test,True,70956.jpg
23094,Fra Angelico,1442,religious painting,1232.0,1000.0,183094.0,wikiart,Early Renaissance,Institution of the Eucharist ,train_and_test,True,8394.jpg
23127,Pierre-Auguste Renoir,1880,portrait,1280.0,961.0,300367.0,wikiart,Impressionism,The Sleeper,train_and_test,True,17636.jpg
23204,Theodor Severin Kittelsen,,marina,1466.0,837.0,225397.0,wikiart,Neo-Romanticism,Boelgen,train_and_test,True,83893.jpg
23228,Hieronymus Bosch,1515,religious painting,1065.0,1151.0,283413.0,wikiart,Northern Renaissance,The Garden of Earthly Delights  (detail),train_and_test,True,53938.jpg
23256,Samuel Peploe,1929.0,,1196.0,1024.0,503586.0,wikiart,Post-Impressionism,Boat of Garten ,train_and_test,True,42440.jpg
23271,Eyvind Earle,1987.0,landscape,1280.0,956.0,566536.0,wikiart,Magic Realism,Eucalyptus Forest,train_and_test,True,27331.jpg
23302,Corneliu Baba,1979.0,still life,1062.0,1152.0,81650.0,wikiart,Realism,Still Life,train_only,True,73752.jpg
23324,Camille Pissarro,1873,landscape,1280.0,955.0,270083.0,wikipedia,Impressionism,"The Cabbage Field, Pontoise",train_and_test,True,68717.jpg
23380,Istvan Molnar,1989,abstract,1088.0,1122.0,1544814.0,wikiart,Abstract Art,Still life on the yellow,train_and_test,True,47523.jpg
23420,Anton Azbe,1903,sketch and study,1190.0,1024.0,467872.0,wikiart,Realism,The Harem (Sketch),train_and_test,True,8910.jpg
23430,Eyvind Earle,1996.0,landscape,1280.0,952.0,531030.0,wikiart,Magic Realism,Fired by Sun,train_and_test,True,90642.jpg
23435,Francesco Guardi,1750,genre painting,1500.0,812.0,183097.0,wikiart,Baroque,The Parlour of the San Zaccaria Convent,test_only,False,16015.jpg
23450,M.C. Escher,1951,figurative,1280.0,951.0,440214.0,wikiart,Surrealism,Curl Up,train_and_test,True,56091.jpg
23463,Vasily Surikov,1884,landscape,936.0,1300.0,507534.0,wikiart,Realism,Road in Khotkovo,train_and_test,True,17797.jpg
23493,Paolo Veronese,1587,religious painting,900.0,1351.0,175329.0,wikiart,Mannerism (Late Renaissance),Assumption,train_and_test,False,58384.jpg
23524,William Turner,1810,landscape,1273.0,954.0,289397.0,wikiart,Romanticism,The Fall of an Avalanche in the Grisons,train_and_test,False,23449.jpg
23528,Pieter Bruegel the Elder,1562,genre painting,1200.0,1012.0,179526.0,wikiart,Northern Renaissance,Two Chained Monkeys,train_and_test,True,53301.jpg
23534,Hieronymus Bosch,1500,religious painting,1000.0,1214.0,149101.0,wikiart,Northern Renaissance,Haywain (detail),train_and_test,True,30034.jpg
23553,Christen Kobke,1834.0,landscape,1185.0,1024.0,297380.0,wikiart,Romanticism,The North Gate of the Citadel,train_and_test,True,83287.jpg
23568,Jean-Francois Millet,,genre painting,1000.0,1213.0,287095.0,wikiart,Realism,The Sleeping Seamstress,train_and_test,False,93461.jpg
23577,Edward Hicks,1848,animal painting,1280.0,947.0,484979.0,wikiart,Naïve Art (Primitivism),An Indian Summer View of the Farm & Stock of James C. Cornell ,train_and_test,True,25103.jpg
23653,Red with Yellow,1945.0,figurative,1280.0,944.0,73214.0,wikiart,Precisionism,Pelvis Series,train_and_test,False,5151.jpg
23654,Theo van Rysselberghe,1894,landscape,1280.0,944.0,490062.0,wikiart,Pointillism,Canal in Flanders,train_and_test,True,36321.jpg
23763,Jose Maria Velasco,,landscape,1280.0,940.0,763003.0,wikiart,Realism,Uno de los grandes Ahuehuetes,train_and_test,True,61172.jpg
23771,Pierre-Auguste Renoir,,landscape,1280.0,940.0,271456.0,wikiart,Impressionism,Breton Landscape Church and Orchard,train_and_test,True,95918.jpg
23795,Maxime Maufra,1902,landscape,1280.0,939.0,345384.0,wikiart,Post-Impressionism,"The Retreating Fog, Morning, Les Andelys",train_and_test,False,26916.jpg
23806,Felice Casorati,,nude painting (nu),968.0,1241.0,243676.0,wikiart,Expressionism,Eccolo,train_and_test,True,87615.jpg
23864,Theo van Rysselberghe,1892,landscape,1280.0,937.0,525639.0,wikiart,Pointillism,Sailboats on the River Scheldt,train_and_test,True,17243.jpg
23919,Theodor Severin Kittelsen,1892.0,illustration,1000.0,1196.0,235304.0,wikiart,Neo-Romanticism,Witch,train_and_test,True,97353.jpg
23955,Thomas Eakins,1859,sketch and study,1345.0,888.0,158023.0,wikiart,Realism,Drawing The Icosahedron ,train_and_test,True,94455.jpg
23962,Rembrandt,1638,religious painting,933.0,1280.0,1057144.0,wikiart,Baroque,Adam and Eva,train_and_test,True,85666.jpg
